UNIDAD ORGANICA;GENERICO;ORDEN;ESPECIFICA;IMPORTE;FACTOR
GERENCIA DE ADMINISTRACION TRIBUTARIO;6.1.1 SERVICIO DE VISITA DE INSPECCION PARA LA VERIFICACION TECNICA DE LAS OBRAS DE HABILITACION URBANA;7;MODALIDAD - D (evaluacion previa por los revisores urbanos);484.00;0.088
GERENCIA DE ADMINISTRACION TRIBUTARIO;6.1.2 IMPRESION Y/O COPIAS DE PLANOS (valida para todos los procedimientos exclusivos y no exclusivos);1;Impresion a Color - Formato A0;32.10;0.005832
GERENCIA DE ADMINISTRACION TRIBUTARIO;6.1.2 IMPRESION Y/O COPIAS DE PLANOS (valida para todos los procedimientos exclusivos y no exclusivos);2;Impresion a Color - Formato A1;26.70;0.00486
GERENCIA DE ADMINISTRACION TRIBUTARIO;6.1.2 IMPRESION Y/O COPIAS DE PLANOS (valida para todos los procedimientos exclusivos y no exclusivos);3;Impresion a Color - Formato A2;21.40;0.003888
GERENCIA DE ADMINISTRACION TRIBUTARIO;6.1.2 IMPRESION Y/O COPIAS DE PLANOS (valida para todos los procedimientos exclusivos y no exclusivos);4;Impresion a Color - Formato A3;16.00;0.002916
GERENCIA DE ADMINISTRACION TRIBUTARIO;6.1.2 IMPRESION Y/O COPIAS DE PLANOS (valida para todos los procedimientos exclusivos y no exclusivos);5;Impresion a Color - Formato A4;7.50;0.001364
GERENCIA DE ADMINISTRACION TRIBUTARIO;6.1.2 IMPRESION Y/O COPIAS DE PLANOS (valida para todos los procedimientos exclusivos y no exclusivos);6;Impresion blanco y negro - Formato A0;21.40;0.003888
GERENCIA DE ADMINISTRACION TRIBUTARIO;6.1.2 IMPRESION Y/O COPIAS DE PLANOS (valida para todos los procedimientos exclusivos y no exclusivos);7;Impresion blanco y negro - Formato A1;16.00;0.002916
GERENCIA DE ADMINISTRACION TRIBUTARIO;6.1.2 IMPRESION Y/O COPIAS DE PLANOS (valida para todos los procedimientos exclusivos y no exclusivos);8;Impresion blanco y negro - Formato A2;10.70;0.001944
GERENCIA DE ADMINISTRACION TRIBUTARIO;6.1.2 IMPRESION Y/O COPIAS DE PLANOS (valida para todos los procedimientos exclusivos y no exclusivos);9;Impresion blanco y negro - Formato A3;7.50;0.001364
GERENCIA DE ADMINISTRACION TRIBUTARIO;6.1.2 IMPRESION Y/O COPIAS DE PLANOS (valida para todos los procedimientos exclusivos y no exclusivos);10;Impresion blanco y negro - Formato A4;5.30;0.000972
GERENCIA DE ADMINISTRACION TRIBUTARIO;6.1.3 INSPECCIONES TECNICAS OCULARES DIVERSAS;1;Vivienda;58.70;0.010673
GERENCIA DE ADMINISTRACION TRIBUTARIO;6.1.3 INSPECCIONES TECNICAS OCULARES DIVERSAS;2;Comercio;85.40;0.015533
GERENCIA DE ADMINISTRACION TRIBUTARIO;6.1.3 INSPECCIONES TECNICAS OCULARES DIVERSAS;3;Industria;128.20;0.023308
GERENCIA DE ADMINISTRACION TRIBUTARIO;6.1.5 CERTIFICADO DE FACTIBILIDAD TECNICA;1;derecho de certificacion;42.70;0.007757
SUB GERENCIA DE OBRAS PRIVADAS;CONFORMIDAD DE OBRA SIN VARIACIÓN (50%);1;Derecho de Trámite;80.10;0.014561
SUB GERENCIA DE OBRAS PRIVADAS;CONFORMIDAD DE OBRA CON VARIACIÓN (50%);1;Derecho de Trámite;101.50;0.018449
SUB GERENCIA DE DEPORTE Y JUVENTUD - POLIDEPORTIVO PILAR NORES;4.1.3.8. CONCESION DE KIOSKO DEL POLIDEPORTIVO PILAR NORES;1;Concesion por mes;327.40;0.059533
PATRIMONIO;OTROS INGRESOS - REMATE DE BIENES;1;Otros remates de bienes ;0.00;0
SUB GERENCIA DE DEPORTE Y JUVENTUD - COMPLEJO DEPORTIVO CASUARINAS;4.1.1.8 AUTORIZACION PARA USO DE FRONTON DOBLE;1;Paraa Instituciones Privadas y/o Similares - Lunes a Viernes X 1hora;13.10;0.002374
SUB GERENCIA DE DEPORTE Y JUVENTUD - COMPLEJO DEPORTIVO CASUARINAS;4.1.1.8 AUTORIZACION PARA USO DE FRONTON DOBLE;2;Paraa Instituciones Privadas y/o Similares - Sabado, Domingo y Feriado X 1hora ;26.20;0.004766
SUB GERENCIA DE DEPORTE Y JUVENTUD - COMPLEJO DEPORTIVO CASUARINAS;4.1.1.8 AUTORIZACION PARA USO DE FRONTON DOBLE;3;Paraa Instituciones Publicas - Lunes a Viernes X 1hora;6.60;0.001196
SUB GERENCIA DE DEPORTE Y JUVENTUD - COMPLEJO DEPORTIVO CASUARINAS;4.1.1.8 AUTORIZACION PARA USO DE FRONTON DOBLE;4;Paraa Instituciones Publicas - Sabado, Domingo y Feriado X 1hora  ;19.60;0.00357
GERENCIA DE ADMINISTRACION TRIBUTARIA;OTROS INGRESOS;7; INDEPENDIZACION DE PREDIO;15.30;0.002782
SUB GERENCIA DE OBRAS PRIVADAS;LICENCIA DE EDIFICACIÓN MODALIDAD - C (APROBADO POR REVISORES URBANOS, MÓDULOS);1;Derecho de Trámite;0.00;0
SUB GERENCIA DE OBRAS PRIVADAS;OCUPACIÓN DE LA VÍA PÚBLICA - MÓDULOS;1;Derecho de Trámite;0.00;0
SUB GERENCIA DE OBRAS PRIVADAS;REINTEGRO DE PAGO;1;Derecho de Trámite;0.00;0
